datetime,lat,lon,precipitation,tmax,tmin,temperature
2009-06-01,47.94186,-71.382225,0.0,16.0,-1.2,7.4
2009-06-02,47.94186,-71.382225,0.0,16.2,3.7,9.95
2009-06-03,47.94186,-71.382225,1.4,15.7,0.2,7.949999999999999
2009-06-04,47.94186,-71.382225,0.0,16.2,0.6,8.4
2009-06-05,47.94186,-71.382225,0.0,21.5,0.4,10.95
2009-06-06,47.94186,-71.382225,0.0,19.8,1.9,10.85
2009-06-07,47.94186,-71.382225,0.4,15.1,0.2,7.6499999999999995
2009-06-08,47.94186,-71.382225,0.0,15.5,3.3,9.4
2009-06-09,47.94186,-71.382225,4.2,15.0,-1.9,6.55
2009-06-10,47.94186,-71.382225,0.0,12.8,6.9,9.850000000000001
2009-06-11,47.94186,-71.382225,6.2,17.3,8.5,12.9
2009-06-12,47.94186,-71.382225,0.0,20.7,8.4,14.55
2009-06-13,47.94186,-71.382225,0.0,22.6,3.6,13.100000000000001
2009-06-14,47.94186,-71.382225,0.0,24.5,2.3,13.4
2009-06-15,47.94186,-71.382225,1.2,23.1,8.6,15.850000000000001
2009-06-16,47.94186,-71.382225,0.0,24.2,4.5,14.35
2009-06-17,47.94186,-71.382225,0.0,25.8,7.1,16.45
2009-06-18,47.94186,-71.382225,0.0,26.1,8.2,17.15
2009-06-19,47.94186,-71.382225,1.6,24.6,9.8,17.200000000000003
2009-06-20,47.94186,-71.382225,0.0,23.2,8.1,15.649999999999999
2009-06-21,47.94186,-71.382225,0.0,20.0,13.5,16.75
2009-06-22,47.94186,-71.382225,0.0,25.6,6.2,15.9
2009-06-23,47.94186,-71.382225,0.0,28.4,3.4,15.899999999999999
2009-06-24,47.94186,-71.382225,0.0,30.2,6.3,18.25
2009-06-25,47.94186,-71.382225,47.7,28.6,14.8,21.700000000000003
2009-06-26,47.94186,-71.382225,2.2,26.2,11.6,18.9
2009-06-27,47.94186,-71.382225,3.0,21.1,14.5,17.8
2009-06-28,47.94186,-71.382225,5.2,22.9,9.7,16.299999999999997
2009-06-29,47.94186,-71.382225,2.8,21.5,15.0,18.25
2009-06-30,47.94186,-71.382225,0.0,24.1,14.6,19.35
2009-07-01,47.94186,-71.382225,0.0,24.6,13.6,19.1
2009-07-02,47.94186,-71.382225,6.4,23.7,14.8,19.25
2009-07-03,47.94186,-71.382225,6.4,20.0,13.6,16.8
2009-07-04,47.94186,-71.382225,16.4,22.4,12.9,17.65
2009-07-05,47.94186,-71.382225,0.4,19.7,11.4,15.55
2009-07-06,47.94186,-71.382225,23.0,23.4,5.8,14.6
2009-07-07,47.94186,-71.382225,1.4,17.3,10.1,13.7
2009-07-08,47.94186,-71.382225,8.2,19.7,9.7,14.7
2009-07-09,47.94186,-71.382225,0.4,27.1,5.1,16.1
2009-07-10,47.94186,-71.382225,0.0,26.5,8.0,17.25
2009-07-11,47.94186,-71.382225,7.1,23.3,9.3,16.3
2009-07-12,47.94186,-71.382225,0.0,16.3,11.5,13.9
2009-07-13,47.94186,-71.382225,1.0,17.8,6.2,12.0
2009-07-14,47.94186,-71.382225,0.0,16.7,7.6,12.149999999999999
2009-07-15,47.94186,-71.382225,0.0,16.0,6.9,11.45
2009-07-16,47.94186,-71.382225,10.0,19.4,5.6,12.5
2009-07-17,47.94186,-71.382225,16.0,23.5,12.2,17.85
2009-07-18,47.94186,-71.382225,7.6,17.9,13.3,15.6
2009-07-19,47.94186,-71.382225,0.0,19.2,11.4,15.3
2009-07-20,47.94186,-71.382225,2.2,22.8,7.1,14.95
2009-07-21,47.94186,-71.382225,3.4,26.3,11.3,18.8
2009-07-22,47.94186,-71.382225,0.0,23.7,13.0,18.35
2009-07-23,47.94186,-71.382225,0.0,25.7,4.9,15.3
2009-07-24,47.94186,-71.382225,4.2,20.8,8.4,14.600000000000001
2009-07-25,47.94186,-71.382225,0.0,20.3,11.6,15.95
2009-07-26,47.94186,-71.382225,7.4,18.3,9.9,14.100000000000001
2009-07-27,47.94186,-71.382225,0.4,23.3,12.6,17.95
2009-07-28,47.94186,-71.382225,0.0,25.0,13.7,19.35
2009-07-29,47.94186,-71.382225,2.1,24.9,15.7,20.299999999999997
2009-07-30,47.94186,-71.382225,0.0,26.6,14.4,20.5
2009-07-31,47.94186,-71.382225,2.8,22.6,13.4,18.0
2009-08-01,47.94186,-71.382225,0.0,24.4,10.4,17.4
2009-08-02,47.94186,-71.382225,11.2,22.1,9.7,15.9
2009-08-03,47.94186,-71.382225,0.0,20.7,9.5,15.1
2009-08-04,47.94186,-71.382225,18.4,23.5,11.6,17.55
2009-08-05,47.94186,-71.382225,0.0,19.4,13.7,16.549999999999997
2009-08-06,47.94186,-71.382225,11.9,18.7,10.3,14.5
2009-08-07,47.94186,-71.382225,3.1,16.2,5.0,10.6
2009-08-08,47.94186,-71.382225,0.4,20.7,2.4,11.549999999999999
2009-08-09,47.94186,-71.382225,17.2,20.5,7.5,14.0
2009-08-10,47.94186,-71.382225,0.0,18.8,13.2,16.0
2009-08-11,47.94186,-71.382225,0.0,25.8,10.0,17.9
2009-08-12,47.94186,-71.382225,0.0,27.1,6.6,16.85
2009-08-13,47.94186,-71.382225,0.0,27.2,8.6,17.9
2009-08-14,47.94186,-71.382225,0.0,29.4,11.8,20.6
2009-08-15,47.94186,-71.382225,0.0,26.6,12.3,19.450000000000003
2009-08-16,47.94186,-71.382225,0.0,27.7,15.1,21.4
2009-08-17,47.94186,-71.382225,12.2,29.2,14.7,21.95
2009-08-18,47.94186,-71.382225,22.2,26.2,17.4,21.799999999999997
2009-08-19,47.94186,-71.382225,0.0,22.9,16.1,19.5
2009-08-20,47.94186,-71.382225,0.0,20.2,8.1,14.149999999999999
2009-08-21,47.94186,-71.382225,0.6,23.7,13.1,18.4
2009-08-22,47.94186,-71.382225,0.0,24.8,15.1,19.95
2009-08-23,47.94186,-71.382225,0.0,17.6,13.5,15.55
2009-08-24,47.94186,-71.382225,0.0,23.2,6.0,14.6
2009-08-25,47.94186,-71.382225,3.4,22.8,3.4,13.1
2009-08-26,47.94186,-71.382225,0.0,15.0,10.6,12.8
2009-08-27,47.94186,-71.382225,0.0,14.1,4.1,9.1
2009-08-28,47.94186,-71.382225,0.0,14.8,-1.5,6.65
2009-08-29,47.94186,-71.382225,3.3,13.4,1.1,7.25
2009-08-30,47.94186,-71.382225,3.0,16.6,8.2,12.4
2009-08-31,47.94186,-71.382225,0.0,17.5,5.3,11.4
2009-09-01,47.94186,-71.382225,0.0,18.4,0.8,9.6
2009-09-02,47.94186,-71.382225,0.0,22.5,8.2,15.35
2009-09-03,47.94186,-71.382225,6.6,22.9,6.6,14.75
2009-09-04,47.94186,-71.382225,0.0,20.7,9.9,15.3
2009-09-05,47.94186,-71.382225,0.0,13.3,5.3,9.3
2009-09-06,47.94186,-71.382225,0.0,21.4,-1.4,10.0
2009-09-07,47.94186,-71.382225,6.2,22.5,1.2,11.85
2009-09-08,47.94186,-71.382225,0.0,19.1,8.3,13.700000000000001
2009-09-09,47.94186,-71.382225,0.0,20.1,-0.5,9.8
2009-09-10,47.94186,-71.382225,0.0,23.0,0.1,11.55
2009-09-11,47.94186,-71.382225,0.4,24.1,3.0,13.55
2009-09-12,47.94186,-71.382225,3.8,26.8,5.0,15.9
2009-09-13,47.94186,-71.382225,0.4,14.0,9.2,11.6
2009-09-14,47.94186,-71.382225,3.4,14.5,4.8,9.65
2009-09-15,47.94186,-71.382225,0.0,12.9,6.0,9.45
2009-09-16,47.94186,-71.382225,0.0,16.3,3.2,9.75
2009-09-17,47.94186,-71.382225,12.4,17.8,-1.7,8.05
2009-09-18,47.94186,-71.382225,13.0,8.0,3.6,5.8
2009-09-19,47.94186,-71.382225,0.0,12.5,3.0,7.75
2009-09-20,47.94186,-71.382225,0.0,16.8,0.2,8.5
2009-09-21,47.94186,-71.382225,2.4,24.6,5.4,15.0
2009-09-22,47.94186,-71.382225,1.2,17.6,7.6,12.600000000000001
2009-09-23,47.94186,-71.382225,0.8,20.6,12.0,16.3
2009-09-24,47.94186,-71.382225,9.6,12.8,6.5,9.65
2009-09-25,47.94186,-71.382225,0.0,9.4,0.7,5.05
2009-09-26,47.94186,-71.382225,0.0,14.3,-2.5,5.9
2009-09-27,47.94186,-71.382225,20.8,10.6,6.5,8.55
2009-09-28,47.94186,-71.382225,1.9,14.8,9.1,11.95
2009-09-29,47.94186,-71.382225,2.8,14.0,6.3,10.15
2009-09-30,47.94186,-71.382225,5.6,9.1,5.2,7.15
2009-10-01,47.94186,-71.382225,4.8,5.2,3.0,4.1
2009-10-02,47.94186,-71.382225,0.0,7.2,3.6,5.4
2009-10-03,47.94186,-71.382225,0.8,11.9,2.3,7.1
2009-10-04,47.94186,-71.382225,2.2,16.0,6.0,11.0
2009-10-05,47.94186,-71.382225,19.2,9.0,3.7,6.35
2009-10-06,47.94186,-71.382225,10.1,10.1,4.9,7.5
2009-10-07,47.94186,-71.382225,8.8,6.5,1.0,3.75
2009-10-08,47.94186,-71.382225,2.2,8.4,2.7,5.550000000000001
2009-10-09,47.94186,-71.382225,7.2,8.0,0.8,4.4
2009-10-10,47.94186,-71.382225,2.2,4.0,-1.3,1.35
2009-10-11,47.94186,-71.382225,3.0,2.4,-2.9,-0.25
2009-10-12,47.94186,-71.382225,0.0,2.0,-1.2,0.4
2009-10-13,47.94186,-71.382225,11.0,2.0,-2.7,-0.3500000000000001
2009-10-14,47.94186,-71.382225,3.6,-1.3,-4.6,-2.9499999999999997
2009-10-15,47.94186,-71.382225,0.0,0.1,-6.7,-3.3000000000000003
2009-10-16,47.94186,-71.382225,0.0,4.7,-13.5,-4.4
2009-10-17,47.94186,-71.382225,0.0,5.1,-12.8,-3.8500000000000005
2009-10-18,47.94186,-71.382225,0.0,6.6,-11.3,-2.3500000000000005
2009-10-19,47.94186,-71.382225,0.8,6.8,-10.6,-1.9
2009-10-20,47.94186,-71.382225,0.0,4.7,0.8,2.75
2009-10-21,47.94186,-71.382225,0.0,0.1,-3.3,-1.5999999999999999
2009-10-22,47.94186,-71.382225,12.2,-1.7,-4.3,-3.0
2009-10-23,47.94186,-71.382225,5.4,0.8,-10.0,-4.6
2009-10-24,47.94186,-71.382225,5.9,6.1,-5.0,0.5499999999999998
2009-10-25,47.94186,-71.382225,0.0,4.2,0.0,2.1
2009-10-26,47.94186,-71.382225,2.8,2.2,-3.9,-0.8499999999999999
2009-10-27,47.94186,-71.382225,1.0,1.7,-5.7,-2.0
2009-10-28,47.94186,-71.382225,0.0,2.4,0.0,1.2
2009-10-29,47.94186,-71.382225,0.0,4.9,0.1,2.5
2009-10-30,47.94186,-71.382225,2.2,11.0,-0.4,5.3
2009-10-31,47.94186,-71.382225,11.4,12.5,6.1,9.3
2009-11-01,47.94186,-71.382225,0.8,3.6,0.3,1.95
2009-11-02,47.94186,-71.382225,0.0,6.3,-3.1,1.5999999999999999
2009-11-03,47.94186,-71.382225,1.8,2.3,-1.6,0.34999999999999987
2009-11-04,47.94186,-71.382225,0.8,-2.5,-4.6,-3.55
2009-11-05,47.94186,-71.382225,0.0,-1.6,-10.7,-6.1499999999999995
2009-11-06,47.94186,-71.382225,0.0,-2.9,-5.4,-4.15
2009-11-07,47.94186,-71.382225,0.4,3.0,-8.9,-2.95
2009-11-08,47.94186,-71.382225,0.0,8.6,-2.4,3.0999999999999996
2009-11-09,47.94186,-71.382225,0.0,10.2,-2.0,4.1
2009-11-10,47.94186,-71.382225,0.0,7.5,2.2,4.85
2009-11-11,47.94186,-71.382225,0.0,5.7,-2.8,1.4500000000000002
2009-11-12,47.94186,-71.382225,0.0,7.4,-6.7,0.3500000000000001
2009-11-13,47.94186,-71.382225,0.0,13.0,-6.9,3.05
2009-11-14,47.94186,-71.382225,0.4,12.3,-2.9,4.7
2009-11-15,47.94186,-71.382225,0.0,12.0,3.8,7.9
2009-11-16,47.94186,-71.382225,0.0,0.7,-1.1,-0.20000000000000007
2009-11-17,47.94186,-71.382225,0.0,0.7,-4.3,-1.7999999999999998
2009-11-18,47.94186,-71.382225,0.0,8.1,-7.9,0.09999999999999964
2009-11-19,47.94186,-71.382225,0.2,9.0,-6.9,1.0499999999999998
2009-11-20,47.94186,-71.382225,14.2,8.0,-2.8,2.6
2009-11-21,47.94186,-71.382225,0.0,2.5,-0.2,1.15
2009-11-22,47.94186,-71.382225,0.0,-0.2,-2.1,-1.1500000000000001
2009-11-23,47.94186,-71.382225,0.0,6.6,-5.9,0.34999999999999964
2009-11-24,47.94186,-71.382225,0.0,5.0,-6.5,-0.75
2009-11-25,47.94186,-71.382225,4.1,10.6,-1.5,4.55
2009-11-26,47.94186,-71.382225,0.0,5.8,2.2,4.0
2009-11-27,47.94186,-71.382225,3.2,6.9,0.5,3.7
2009-11-28,47.94186,-71.382225,,-0.3,-2.7,-1.5
2009-11-29,47.94186,-71.382225,,-2.7,-4.6,-3.65
2009-11-30,47.94186,-71.382225,,-3.9,-7.0,-5.45
2009-12-01,47.94186,-71.382225,,-2.8,-10.8,-6.800000000000001
2009-12-02,47.94186,-71.382225,,0.0,-5.8,-2.9
2009-12-03,47.94186,-71.382225,,1.5,-1.6,-0.050000000000000044
2009-12-04,47.94186,-71.382225,,0.3,-5.2,-2.45
2009-12-05,47.94186,-71.382225,,-2.5,-7.7,-5.1
2009-12-06,47.94186,-71.382225,,-3.4,-10.4,-6.9
2009-12-07,47.94186,-71.382225,,-7.4,-11.8,-9.600000000000001
2009-12-08,47.94186,-71.382225,,-8.6,-16.4,-12.5
2009-12-09,47.94186,-71.382225,,-7.6,-20.5,-14.05
2009-12-10,47.94186,-71.382225,,-2.9,-9.3,-6.1000000000000005
2009-12-11,47.94186,-71.382225,,-12.7,-16.6,-14.65
2009-12-12,47.94186,-71.382225,,-7.9,-19.4,-13.649999999999999
2009-12-13,47.94186,-71.382225,,-3.8,-18.3,-11.05
2009-12-14,47.94186,-71.382225,2.1,-6.0,-10.6,-8.3
2009-12-15,47.94186,-71.382225,2.8,-4.0,-9.3,-6.65
2009-12-16,47.94186,-71.382225,0.0,-20.5,-23.5,-22.0
2009-12-17,47.94186,-71.382225,0.8,-16.8,-26.0,-21.4
2009-12-18,47.94186,-71.382225,0.0,-16.7,-21.7,-19.2
2009-12-19,47.94186,-71.382225,0.0,-13.2,-21.1,-17.15
2009-12-20,47.94186,-71.382225,0.2,-13.5,-20.7,-17.1
2009-12-21,47.94186,-71.382225,1.8,-11.6,-15.4,-13.5
2009-12-22,47.94186,-71.382225,22.9,-9.8,-14.6,-12.2
2009-12-23,47.94186,-71.382225,0.6,-0.9,-14.0,-7.45
2009-12-24,47.94186,-71.382225,0.0,-2.5,-5.4,-3.95
2009-12-25,47.94186,-71.382225,0.0,-3.6,-8.6,-6.1
2009-12-26,47.94186,-71.382225,12.3,0.6,-14.8,-7.1000000000000005
2009-12-27,47.94186,-71.382225,,1.0,-6.0,-2.5
2009-12-28,47.94186,-71.382225,,-4.1,-8.6,-6.35
2009-12-29,47.94186,-71.382225,,-18.5,-20.6,-19.55
2009-12-30,47.94186,-71.382225,,-9.9,-22.2,-16.05
2009-12-31,47.94186,-71.382225,,-5.8,-17.5,-11.65
2010-01-01,47.94186,-71.382225,,-5.0,-13.1,-9.05
2010-01-02,47.94186,-71.382225,,-2.6,-11.2,-6.8999999999999995
2010-01-03,47.94186,-71.382225,,-0.5,-9.6,-5.05
2010-01-04,47.94186,-71.382225,,-1.2,-5.0,-3.1
2010-01-05,47.94186,-71.382225,,-3.5,-5.4,-4.45
2010-01-06,47.94186,-71.382225,,-4.0,-7.0,-5.5
2010-01-07,47.94186,-71.382225,,-6.1,-9.1,-7.6
2010-01-08,47.94186,-71.382225,,-8.0,-10.8,-9.4
2010-01-09,47.94186,-71.382225,,-19.3,-24.6,-21.950000000000003
2010-01-10,47.94186,-71.382225,,-12.8,-30.1,-21.450000000000003
2010-01-11,47.94186,-71.382225,,-10.2,-16.9,-13.549999999999999
2010-01-12,47.94186,-71.382225,,-15.4,-19.7,-17.55
2010-01-13,47.94186,-71.382225,,-15.6,-30.7,-23.15
2010-01-14,47.94186,-71.382225,,-3.7,-27.8,-15.75
2010-01-15,47.94186,-71.382225,,-2.9,-6.6,-4.75
2010-01-16,47.94186,-71.382225,,-3.3,-16.2,-9.75
2010-01-17,47.94186,-71.382225,,-6.8,-28.0,-17.4
2010-01-18,47.94186,-71.382225,,-3.4,-9.8,-6.6000000000000005
2010-01-19,47.94186,-71.382225,,-2.9,-6.5,-4.7
2010-01-20,47.94186,-71.382225,,-3.4,-6.7,-5.05
2010-01-21,47.94186,-71.382225,0.6,-7.1,-10.4,-8.75
2010-01-22,47.94186,-71.382225,0.0,-9.3,-16.8,-13.05
2010-01-23,47.94186,-71.382225,0.1,-8.9,-26.4,-17.65
2010-01-24,47.94186,-71.382225,2.3,1.6,-20.1,-9.25
2010-01-25,47.94186,-71.382225,11.7,5.4,-6.5,-0.5499999999999998
2010-01-26,47.94186,-71.382225,3.0,1.0,-0.8,0.09999999999999998
2010-01-27,47.94186,-71.382225,1.2,-8.2,-12.7,-10.45
2010-01-28,47.94186,-71.382225,7.4,-5.8,-15.7,-10.75
2010-01-29,47.94186,-71.382225,5.6,-18.2,-20.8,-19.5
2010-01-30,47.94186,-71.382225,0.0,-16.8,-24.6,-20.700000000000003
2010-01-31,47.94186,-71.382225,,-15.6,-26.6,-21.1
2010-02-01,47.94186,-71.382225,,-18.6,-23.7,-21.15
2010-02-02,47.94186,-71.382225,,-16.2,-34.0,-25.1
2010-02-03,47.94186,-71.382225,,-9.0,-27.5,-18.25
2010-02-04,47.94186,-71.382225,0.6,-14.5,-21.9,-18.2
2010-02-05,47.94186,-71.382225,0.2,-14.5,-18.8,-16.65
2010-02-06,47.94186,-71.382225,0.2,-14.3,-17.8,-16.05
2010-02-07,47.94186,-71.382225,4.9,-9.9,-16.0,-12.95
2010-02-08,47.94186,-71.382225,2.7,-5.0,-11.7,-8.35
2010-02-09,47.94186,-71.382225,0.0,-3.5,-7.3,-5.4
2010-02-10,47.94186,-71.382225,0.2,-4.3,-23.3,-13.8
2010-02-11,47.94186,-71.382225,0.1,-6.4,-20.7,-13.55
2010-02-12,47.94186,-71.382225,0.3,-3.8,-9.0,-6.4
2010-02-13,47.94186,-71.382225,2.0,-4.1,-10.8,-7.45
2010-02-14,47.94186,-71.382225,1.8,-4.9,-8.7,-6.8
2010-02-15,47.94186,-71.382225,0.0,-3.4,-9.6,-6.5
2010-02-16,47.94186,-71.382225,4.4,-2.1,-6.8,-4.45
2010-02-17,47.94186,-71.382225,3.6,-0.6,-9.3,-4.95
2010-02-18,47.94186,-71.382225,4.5,0.8,-2.7,-0.9500000000000001
2010-02-19,47.94186,-71.382225,5.4,0.0,-6.1,-3.05
2010-02-20,47.94186,-71.382225,,-0.6,-3.8,-2.1999999999999997
2010-02-21,47.94186,-71.382225,,-0.9,-7.5,-4.2
2010-02-22,47.94186,-71.382225,0.0,2.9,-5.1,-1.0999999999999999
2010-02-23,47.94186,-71.382225,0.0,2.1,-6.8,-2.3499999999999996
2010-02-24,47.94186,-71.382225,0.0,1.0,-2.2,-0.6000000000000001
2010-02-25,47.94186,-71.382225,0.9,3.6,-1.7,0.9500000000000001
2010-02-26,47.94186,-71.382225,8.0,-0.7,-3.5,-2.1
2010-02-27,47.94186,-71.382225,0.4,1.3,-3.5,-1.1
2010-02-28,47.94186,-71.382225,0.0,2.3,-3.1,-0.40000000000000013
2010-03-01,47.94186,-71.382225,0.0,3.4,-3.7,-0.15000000000000013
2010-03-02,47.94186,-71.382225,0.0,1.9,-18.1,-8.100000000000001
2010-03-03,47.94186,-71.382225,0.0,0.6,-20.2,-9.799999999999999
2010-03-04,47.94186,-71.382225,0.1,-0.2,-20.9,-10.549999999999999
2010-03-05,47.94186,-71.382225,0.0,1.5,-24.6,-11.55
2010-03-06,47.94186,-71.382225,0.0,5.4,-16.8,-5.7
2010-03-07,47.94186,-71.382225,0.0,4.5,-13.4,-4.45
2010-03-08,47.94186,-71.382225,1.1,2.0,-4.9,-1.4500000000000002
2010-03-09,47.94186,-71.382225,0.0,-2.8,-10.5,-6.65
2010-03-10,47.94186,-71.382225,0.0,-0.2,-22.0,-11.1
2010-03-11,47.94186,-71.382225,0.0,4.6,-18.8,-7.1000000000000005
2010-03-12,47.94186,-71.382225,0.0,10.9,-17.4,-3.249999999999999
2010-03-13,47.94186,-71.382225,0.0,13.4,-11.2,1.1000000000000005
2010-03-14,47.94186,-71.382225,0.0,12.4,-11.2,0.6000000000000005
2010-03-15,47.94186,-71.382225,0.2,12.7,-10.5,1.0999999999999996
2010-03-16,47.94186,-71.382225,0.2,10.1,-8.3,0.8999999999999995
2010-03-17,47.94186,-71.382225,3.2,7.1,-9.9,-1.4000000000000004
2010-03-18,47.94186,-71.382225,2.8,3.5,-2.2,0.6499999999999999
2010-03-19,47.94186,-71.382225,2.7,6.6,-11.8,-2.6000000000000005
2010-03-20,47.94186,-71.382225,0.0,-2.3,-7.9,-5.1
2010-03-21,47.94186,-71.382225,0.0,2.8,-19.5,-8.35
2010-03-22,47.94186,-71.382225,0.0,5.8,-11.6,-2.9
2010-03-23,47.94186,-71.382225,12.0,-1.9,-10.6,-6.25
2010-03-24,47.94186,-71.382225,2.3,-2.7,-5.4,-4.050000000000001
2010-03-25,47.94186,-71.382225,4.2,6.9,-14.7,-3.8999999999999995
2010-03-26,47.94186,-71.382225,0.0,-11.0,-22.6,-16.8
2010-03-27,47.94186,-71.382225,1.6,-3.6,-28.9,-16.25
2010-03-28,47.94186,-71.382225,4.6,3.1,-13.6,-5.25
2010-03-29,47.94186,-71.382225,7.2,3.1,-1.7,0.7000000000000001
2010-03-30,47.94186,-71.382225,0.0,5.9,-3.3,1.3000000000000003
2010-03-31,47.94186,-71.382225,0.2,11.2,-2.4,4.3999999999999995
2010-04-01,47.94186,-71.382225,0.0,16.9,-2.4,7.249999999999999
2010-04-02,47.94186,-71.382225,0.0,21.8,-2.2,9.8
2010-04-03,47.94186,-71.382225,0.0,24.9,-0.5,12.2
2010-04-04,47.94186,-71.382225,0.2,13.7,0.4,7.05
2010-04-05,47.94186,-71.382225,18.5,7.7,-3.2,2.25
2010-04-06,47.94186,-71.382225,0.1,11.6,0.9,6.25
2010-04-07,47.94186,-71.382225,1.3,7.9,-0.1,3.9000000000000004
2010-04-08,47.94186,-71.382225,4.5,8.0,-6.9,0.5499999999999998
2010-04-09,47.94186,-71.382225,2.4,7.0,0.6,3.8
2010-04-10,47.94186,-71.382225,0.9,1.0,-1.2,-0.09999999999999998
2010-04-11,47.94186,-71.382225,1.3,4.0,-1.6,1.2
2010-04-12,47.94186,-71.382225,0.0,5.0,-2.9,1.05
2010-04-13,47.94186,-71.382225,0.0,8.2,-9.5,-0.6500000000000004
2010-04-14,47.94186,-71.382225,0.0,8.8,-5.7,1.5500000000000003
2010-04-15,47.94186,-71.382225,0.0,8.6,-8.6,0.0
2010-04-16,47.94186,-71.382225,0.8,5.9,-1.6,2.1500000000000004
2010-04-17,47.94186,-71.382225,4.1,8.3,-1.0,3.6500000000000004
2010-04-18,47.94186,-71.382225,1.0,5.8,-2.1,1.8499999999999999
2010-04-19,47.94186,-71.382225,3.7,10.2,-1.2,4.5
2010-04-20,47.94186,-71.382225,0.0,12.4,-2.5,4.95
2010-04-21,47.94186,-71.382225,0.3,8.8,-5.8,1.5000000000000004
2010-04-22,47.94186,-71.382225,0.1,8.8,-1.2,3.8000000000000003
2010-04-23,47.94186,-71.382225,0.3,10.3,-3.1,3.6000000000000005
2010-04-24,47.94186,-71.382225,6.7,12.6,-3.3,4.65
2010-04-25,47.94186,-71.382225,0.0,11.9,-0.1,5.9
2010-04-26,47.94186,-71.382225,0.0,8.1,-3.8,2.15
2010-04-27,47.94186,-71.382225,0.0,4.3,-3.6,0.34999999999999987
2010-04-28,47.94186,-71.382225,1.2,7.9,-2.1,2.9000000000000004
2010-04-29,47.94186,-71.382225,0.2,4.2,-2.8,0.7000000000000002
2010-04-30,47.94186,-71.382225,0.0,12.6,1.3,6.95
2010-05-01,47.94186,-71.382225,0.0,18.5,-3.3,7.6
2010-05-02,47.94186,-71.382225,51.1,21.6,6.4,14.0
2010-05-03,47.94186,-71.382225,17.9,15.0,6.0,10.5
2010-05-04,47.94186,-71.382225,10.1,15.3,0.3,7.800000000000001
2010-05-05,47.94186,-71.382225,3.9,15.0,1.1,8.05
2010-05-06,47.94186,-71.382225,11.2,15.5,6.1,10.8
2010-05-07,47.94186,-71.382225,0.0,4.4,-1.1,1.6500000000000001
2010-05-08,47.94186,-71.382225,13.0,7.6,-2.8,2.4
2010-05-09,47.94186,-71.382225,9.0,1.2,-1.5,-0.15000000000000002
2010-05-10,47.94186,-71.382225,0.1,0.4,-4.5,-2.05
2010-05-11,47.94186,-71.382225,0.0,6.6,-8.1,-0.75
2010-05-12,47.94186,-71.382225,0.0,8.6,-3.2,2.6999999999999997
2010-05-13,47.94186,-71.382225,0.0,11.7,-4.8,3.4499999999999997
2010-05-14,47.94186,-71.382225,0.4,14.1,-2.1,6.0
2010-05-15,47.94186,-71.382225,0.2,14.0,2.7,8.35
2010-05-16,47.94186,-71.382225,0.0,16.6,-3.2,6.700000000000001
2010-05-17,47.94186,-71.382225,0.0,20.4,-2.3,9.049999999999999
2010-05-18,47.94186,-71.382225,0.0,24.4,0.6,12.5
2010-05-19,47.94186,-71.382225,0.6,24.0,2.5,13.25
2010-05-20,47.94186,-71.382225,0.0,17.1,5.4,11.25
2010-05-21,47.94186,-71.382225,0.0,18.4,-3.1,7.6499999999999995
2010-05-22,47.94186,-71.382225,0.2,25.0,1.2,13.1
2010-05-23,47.94186,-71.382225,0.0,25.9,8.9,17.4
2010-05-24,47.94186,-71.382225,0.8,28.5,9.0,18.75
2010-05-25,47.94186,-71.382225,11.5,27.1,12.3,19.700000000000003
2010-05-26,47.94186,-71.382225,0.0,24.5,15.5,20.0
2010-05-27,47.94186,-71.382225,0.0,20.8,2.1,11.450000000000001
2010-05-28,47.94186,-71.382225,0.2,21.4,1.2,11.299999999999999
2010-05-29,47.94186,-71.382225,0.3,21.3,10.1,15.7
2010-05-30,47.94186,-71.382225,0.0,15.9,1.5,8.7
2010-05-31,47.94186,-71.382225,9.1,16.9,-1.9,7.499999999999999
2010-06-01,47.94186,-71.382225,0.1,19.3,8.3,13.8
2010-06-02,47.94186,-71.382225,8.4,20.1,7.7,13.9
2010-06-03,47.94186,-71.382225,0.1,19.8,6.6,13.2
2010-06-04,47.94186,-71.382225,0.9,21.1,5.3,13.200000000000001
2010-06-05,47.94186,-71.382225,11.4,11.6,7.2,9.4
2010-06-06,47.94186,-71.382225,2.7,11.9,5.5,8.7
2010-06-07,47.94186,-71.382225,11.1,15.6,3.4,9.5
2010-06-08,47.94186,-71.382225,0.7,14.5,4.9,9.7
2010-06-09,47.94186,-71.382225,0.1,20.1,0.6,10.350000000000001
2010-06-10,47.94186,-71.382225,0.2,21.9,4.8,13.35
2010-06-11,47.94186,-71.382225,0.3,22.5,4.3,13.4
2010-06-12,47.94186,-71.382225,0.2,22.5,7.0,14.75
2010-06-13,47.94186,-71.382225,0.1,22.3,3.3,12.8
2010-06-14,47.94186,-71.382225,0.2,20.5,4.3,12.4
2010-06-15,47.94186,-71.382225,0.1,17.8,-1.9,7.95
2010-06-16,47.94186,-71.382225,1.0,24.1,0.8,12.450000000000001
2010-06-17,47.94186,-71.382225,0.0,24.9,9.0,16.95
2010-06-18,47.94186,-71.382225,0.2,26.8,9.7,18.25
2010-06-19,47.94186,-71.382225,0.3,27.1,14.3,20.700000000000003
2010-06-20,47.94186,-71.382225,3.0,19.5,14.5,17.0
2010-06-21,47.94186,-71.382225,0.1,21.8,3.5,12.65
